,Quarter,Tm,Detail,WAS,DAL
0,1.0,Cowboys,Rafael Septien 33 yard field goal,0,3
1,1.0,Cowboys,Rafael Septien 21 yard field goal,0,6
2,1.0,Cowboys,Scott Laidlaw 1 yard rush (Rafael Septien kick),0,13
3,2.0,Cowboys,Drew Pearson 53 yard pass from Roger Staubach (Rafael Septien kick),0,20
4,3.0,Redskins,Mark Moseley 48 yard field goal,3,20
5,3.0,Cowboys,Rafael Septien 44 yard field goal,3,23
6,3.0,Cowboys,Scott Laidlaw 2 yard rush (Rafael Septien kick),3,30
7,4.0,Cowboys,Larry Brinson 39 yard rush (Rafael Septien kick),3,37
8,4.0,Redskins,Jean Fugett 16 yard pass from Joe Theismann (Mark Moseley kick),10,37
