,Quarter,Time,Tm,Detail,NYJ,DEN
0,1.0,2:34,Broncos,Mike Anderson 1 yard rush (Jason Elam kick),0,7
1,2.0,5:20,Broncos,Jason Elam 26 yard field goal,0,10
2,2.0,4:26,Broncos,Mike Anderson 1 yard rush (Jason Elam kick),0,17
3,4.0,13:03,Broncos,Jason Elam 47 yard field goal,0,20
4,4.0,1:56,Broncos,Mike Anderson 3 yard rush (Jason Elam kick),0,27
