,Quarter,Time,Tm,Detail,WAS,DAL
0,2.0,10:43,Cowboys,Jason Witten 8 yard pass from Dak Prescott (Dan Bailey kick),0,7
1,2.0,5:29,Cowboys,Dan Bailey 24 yard field goal,0,10
2,2.0,3:46,Cowboys,Ryan Switzer 83 yard punt return (Dan Bailey kick),0,17
3,2.0,0:59,Redskins,Ryan Grant 20 yard pass from Kirk Cousins (Nick Rose kick),7,17
4,4.0,14:53,Cowboys,Dez Bryant 13 yard pass from Dak Prescott (Dan Bailey kick),7,24
5,4.0,11:28,Redskins,Josh Doctson 14 yard pass from Kirk Cousins (Nick Rose kick),14,24
6,4.0,4:55,Cowboys,Alfred Morris 1 yard rush (Dan Bailey kick),14,31
7,4.0,2:37,Cowboys,Rod Smith 1 yard rush (Dan Bailey kick),14,38
