,Quarter,Tm,Detail,DET,CHI
0,1.0,Bears,Pat Dunsmore 1 yard pass from Steve Fuller (Bob Thomas kick),0,7
1,2.0,Bears,Bob Thomas 24 yard field goal,0,10
2,2.0,Lions,James Jones 1 yard rush (Eddie Murray kick),7,10
3,3.0,Lions,Jeff Chadwick 7 yard pass from Gary Danielson (Eddie Murray kick),14,10
4,4.0,Bears,Bob Thomas 52 yard field goal,14,13
5,4.0,Bears,Bob Thomas 19 yard field goal,14,16
