,Quarter,Tm,Detail,PIT,PHI
0,1.0,Eagles,Bosh Pritchard 5 yard rush (Cliff Patton kick),0,7
1,2.0,Eagles,Pete Pihos 13 yard pass from Tommy Thompson (Cliff Patton kick),0,14
2,2.0,Eagles,Cliff Patton 31 yard field goal,0,17
