,Quarter,Tm,Detail,CHI,GNB
0,1.0,Bears,Bob Jencks 32 yard field goal,3,0
1,1.0,Packers,Jerry Kramer 41 yard field goal,3,3
2,3.0,Bears,Joe Marconi 1 yard rush (Bob Jencks kick),10,3
