,Quarter,Time,Tm,Detail,NYG,PHI
0,1.0,,Eagles,Gary Anderson 44 yard field goal,0,3
1,1.0,,Eagles,Jason Dunn 14 yard pass from Ty Detmer (Gary Anderson kick),0,10
2,2.0,,Eagles,Irving Fryar 19 yard pass from Ty Detmer (Gary Anderson kick),0,17
3,2.0,,Eagles,Chris Jones 2 yard pass from Ty Detmer (Gary Anderson kick),0,24
