,Quarter,Tm,Detail,PHI,NYG
0,1.0,Eagles,Pete Pihos 26 yard pass from Tommy Thompson (Cliff Patton kick),7,0
1,2.0,Eagles,Pete Pihos 34 yard pass from Tommy Thompson (Cliff Patton kick),14,0
2,3.0,Eagles,Steve Van Buren 6 yard rush (Cliff Patton kick),21,0
3,3.0,Giants,Joe Scott 11 yard pass from Charlie Conerly (Len Younce kick),21,7
4,3.0,Eagles,Bosh Pritchard 65 yard rush (Cliff Patton kick),28,7
5,4.0,Eagles,Steve Van Buren 3 yard rush (Cliff Patton kick),35,7
6,4.0,Giants,John Atwood 26 yard pass from Ray Coates (Len Younce kick),35,14
