,Quarter,Tm,Detail,MIA,NWE
0,1.0,Patriots,Tony Franklin 31 yard field goal,0,3
1,1.0,Patriots,Willie Scott 2 yard pass from Tony Eason (Tony Franklin kick),0,10
2,2.0,Patriots,Craig James 7 yard rush (Tony Franklin kick),0,17
3,2.0,Patriots,Irving Fryar 38 yard pass from Tony Eason (Tony Franklin kick),0,24
4,2.0,Patriots,Tony Franklin 21 yard field goal,0,27
5,4.0,Patriots,Stanley Morgan 27 yard pass from Steve Grogan (Tony Franklin kick),0,34
6,4.0,Dolphins,Lorenzo Hampton 4 yard pass from Dan Marino (Fuad Reveiz kick),7,34
