,Quarter,Tm,Detail,BAL,GNB
0,1.0,Packers,Paul Hornung 54 yard rush (Paul Hornung kick),0,7
1,2.0,Colts,Lenny Moore 1 yard rush (Steve Myhra kick),7,7
2,2.0,Packers,Paul Hornung 38 yard field goal,7,10
3,2.0,Packers,Paul Hornung 1 yard rush (Paul Hornung kick),7,17
4,3.0,Packers,Paul Hornung 8 yard pass from Bart Starr (Paul Hornung kick),7,24
5,3.0,Packers,Paul Hornung 1 yard rush (Paul Hornung kick),7,31
6,4.0,Packers,Willie Wood 72 yard punt return (Paul Hornung kick),7,38
7,4.0,Packers,Jim Taylor 3 yard rush (Paul Hornung kick),7,45
