,Quarter,Time,Tm,Detail,GNB,MIN
0,1.0,13:14,Vikings,Dan Bailey 23 yard field goal,0,3
1,1.0,2:05,Packers,Mason Crosby 42 yard field goal,3,3
2,2.0,13:39,Vikings,Stefon Diggs 21 yard pass from Kirk Cousins (Dan Bailey kick),3,10
3,2.0,7:04,Packers,Mason Crosby 33 yard field goal,6,10
4,2.0,0:03,Packers,Mason Crosby 19 yard field goal,9,10
5,3.0,2:09,Packers,Aaron Jones 12 yard rush (Geronimo Allison pass from Aaron Rodgers ),17,10
6,4.0,6:01,Packers,Aaron Jones 56 yard rush (Mason Crosby kick failed),23,10
