,Quarter,Tm,Detail,NYJ,BUF
0,2.0,Bills,Trumaine Johnson 26 yard pass from Jim Kelly (Scott Norwood kick),0,7
1,2.0,Jets,Wesley Walker 55 yard pass from Ken O'Brien (Pat Leahy kick),7,7
2,2.0,Jets,Mickey Shuler 4 yard pass from Ken O'Brien (Pat Leahy kick),14,7
3,3.0,Jets,Pat Leahy 29 yard field goal,17,7
4,3.0,Bills,Chris Burkett 6 yard pass from Jim Kelly (Scott Norwood kick),17,14
5,3.0,Jets,Johnny Hector 2 yard rush (Pat Leahy kick),24,14
6,4.0,Bills,Robb Riddick 2 yard rush (Scott Norwood kick),24,21
7,4.0,Jets,Johnny Hector 1 yard rush (Pat Leahy kick),31,21
8,4.0,Bills,Robb Riddick 1 yard pass from Jim Kelly (Scott Norwood kick),31,28
