,Quarter,Tm,Detail,WAS,NYG
0,1.0,Giants,Pat Summerall 41 yard field goal,0,3
1,1.0,Giants,Pat Summerall 37 yard field goal,0,6
2,2.0,Giants,Pat Summerall 20 yard field goal,0,9
3,2.0,Giants,Ken MacAfee 10 yard pass from Charlie Conerly (Pat Summerall kick),0,16
4,3.0,Giants,Frank Gifford 13 yard pass from Charlie Conerly (Pat Summerall kick),0,23
5,4.0,Giants,Bob Schnelker 4 yard pass from Don Heinrich (Pat Summerall kick),0,30
