,Quarter,Tm,Detail,NOR,RAM
0,1.0,Saints,Eric Martin 12 yard pass from Bobby Hebert,6,0
1,2.0,Saints,Fred McAfee 1 yard rush (Morten Andersen kick),13,0
2,2.0,Saints,Torrance Small 16 yard pass from Bobby Hebert (Morten Andersen kick),20,0
3,2.0,Saints,Morten Andersen 21 yard field goal,23,0
4,3.0,Saints,Vaughn Dunbar 1 yard rush (Morten Andersen kick),30,0
5,4.0,Saints,Craig Heyward 9 yard rush (Morten Andersen kick),37,0
6,4.0,Rams,Flipper Anderson 17 yard pass from Jim Everett (Tony Zendejas kick),37,7
7,4.0,Rams,Henry Ellard 32 yard pass from Jim Everett (Tony Zendejas kick),37,14
