,Quarter,Tm,Detail,CHI,DET
0,1.0,Lions,Earl Morrall 15 yard rush (Jim Martin kick),0,7
1,1.0,Lions,Terry Barr 8 yard pass from Earl Morrall,0,13
2,2.0,Lions,"Safety, Adams tackled in end zone by Walker",0,15
3,2.0,Lions,Joe Schmidt 14 yard defensive fumble return (Jim Martin kick),0,22
4,2.0,Lions,Nick Pietrosante 31 yard rush (Jim Martin kick),0,29
5,4.0,Lions,Nick Pietrosante 4 yard rush (Jim Martin kick),0,36
