,Quarter,Tm,Detail,WAS,PHI
0,1.0,Eagles,George Somers 46 yard field goal,0,3
1,1.0,Redskins,Wayne Millner 41 yard pass from Sammy Baugh (Bob Masterson kick),7,3
2,2.0,Eagles,Dick Riffle 1 yard rush (Fran Murray kick),7,10
3,2.0,Eagles,Don Looney 47 yard pass from Davey O'Brien (Fran Murray kick),7,17
4,2.0,Redskins,Bob Masterson 52 yard pass from Sammy Baugh (Bob Masterson kick),14,17
5,2.0,Redskins,Dick Todd 29 yard pass from Sammy Baugh (Bob Masterson kick),21,17
6,3.0,Redskins,Bob Seymour 5 yard rush,27,17
7,4.0,Redskins,Dick Todd 2 yard rush (Bob Masterson kick),34,17
