,Quarter,Tm,Detail,CHI,GNB
0,1.0,Bears,Ken Kavanaugh 63 yard pass from George McAfee,6,0
1,2.0,Bears,Bob Snyder 25 yard field goal,9,0
2,2.0,Bears,Ray McLean 13 yard rush,15,0
3,2.0,Packers,Don Hutson 45 yard pass from Cecil Isbell (Don Hutson kick),15,7
4,2.0,Packers,Clarke Hinkle 40 yard field goal,15,10
5,3.0,Packers,Clarke Hinkle 1 yard rush (Don Hutson kick),15,17
6,3.0,Bears,George McAfee 13 yard rush (Joe Stydahar kick),22,17
7,4.0,Bears,Bob Snyder 34 yard field goal,25,17
