,Quarter,Time,Tm,Detail,NYG,DAL
0,1.0,,Cowboys,Deion Sanders 8 yard pass from Troy Aikman (Chris Boniol kick),0,7
1,1.0,,Cowboys,Kevin Williams 19 yard pass from Troy Aikman (Chris Boniol kick),0,14
2,2.0,,Cowboys,Emmitt Smith 5 yard pass from Troy Aikman (Chris Boniol kick),0,21
3,3.0,,Cowboys,Chris Boniol 23 yard field goal,0,24
4,4.0,,Cowboys,Chris Boniol 29 yard field goal,0,27
