,Quarter,Tm,Detail,PHI,WAS
0,3.0,Redskins,Larry Brown 2 yard rush (Curt Knight kick),0,7
1,3.0,Redskins,Roy Jefferson 36 yard pass from Sonny Jurgensen (Curt Knight kick),0,14
