,Quarter,Tm,Detail,DET,RAM
0,1.0,Rams,Tom Fears 16 yard pass from Bob Waterfield (Bob Waterfield kick),0,7
1,1.0,Lions,Bill Dudley 1 yard rush (Bill Dudley kick),7,7
2,1.0,Rams,Bob Waterfield 31 yard field goal,7,10
3,2.0,Lions,Mel Groomes 7 yard pass from Fred Enke (Bill Dudley kick),14,10
4,2.0,Rams,Elroy Hirsch 4 yard rush (Bob Waterfield kick),14,17
5,4.0,Lions,Bill Dudley 42 yard field goal,17,17
6,4.0,Lions,Cloyce Box 38 yard pass from Fred Enke (Bill Dudley kick),24,17
7,4.0,Rams,Elroy Hirsch 19 yard pass from Norm Van Brocklin (Bob Waterfield kick),24,24
8,4.0,Rams,Bob Waterfield 46 yard field goal,24,27
