,Quarter,Tm,Detail,GNB,DET
0,1.0,Packers,Clyde Goodnight 5 yard pass from Jack Jacobs (Ward Cuff kick),7,0
1,2.0,Packers,Ted Fritsch 2 yard rush (Ward Cuff kick),14,0
2,3.0,Packers,Nolan Luhn 8 yard pass from Jack Jacobs (Ward Cuff kick),21,0
3,3.0,Packers,Clyde Goodnight 10 yard pass from Jack Jacobs (Ward Cuff kick),28,0
4,4.0,Packers,Walt Schlinkman 2 yard rush (Ward Cuff kick),35,0
5,4.0,Lions,Ralph Heywood 6 yard pass from Joe Margucci (Roy Zimmerman kick),35,7
6,4.0,Lions,Bob Westfall 1 yard rush (Roy Zimmerman kick),35,14
