,Quarter,Tm,Detail,NYG,PIT
0,1.0,Steelers,John Henry Johnson 1 yard rush (Tom Tracy kick),0,7
1,2.0,Giants,Del Shofner 16 yard pass from Charlie Conerly (Pat Summerall kick),7,7
2,3.0,Giants,Pat Summerall 19 yard field goal,10,7
3,3.0,Giants,Joe Morrison 5 yard pass from Y.A. Tittle (Pat Summerall kick),17,7
4,3.0,Steelers,Buddy Dial 4 yard pass from Bobby Layne (Tom Tracy kick),17,14
