,Quarter,Tm,Detail,NYG,DAL
0,2.0,Giants,Phil Simms 4 yard rush (Raul Allegre kick),7,0
1,2.0,Giants,Ottis Anderson 1 yard rush (Raul Allegre kick),14,0
2,2.0,Cowboys,Alexander Wright 90 yard kickoff return (Ken Willis kick),14,7
3,3.0,Giants,Mark Bavaro 4 yard pass from Phil Simms (Raul Allegre kick),21,7
4,4.0,Giants,Lawrence Taylor 11 yard interception return (Raul Allegre kick),28,7
