,Quarter,Time,Tm,Detail,DEN,OAK
0,1.0,8:56,Raiders,Tyrell Williams 8 yard pass from Derek Carr (Daniel Carlson kick),0,7
1,2.0,3:34,Raiders,Josh Jacobs 2 yard rush (Daniel Carlson kick),0,14
2,3.0,9:22,Broncos,Brandon McManus 26 yard field goal,3,14
3,3.0,3:45,Broncos,Brandon McManus 26 yard field goal,6,14
4,4.0,11:57,Raiders,Josh Jacobs 4 yard rush (Daniel Carlson kick),6,21
5,4.0,8:43,Broncos,Brandon McManus 39 yard field goal,9,21
6,4.0,4:41,Raiders,Daniel Carlson 29 yard field goal,9,24
7,4.0,2:18,Broncos,Emmanuel Sanders 1 yard pass from Joe Flacco (Brandon McManus kick),16,24
