,Quarter,Tm,Detail,DET,GNB
0,1.0,Packers,Jim Taylor 1 yard rush (Paul Hornung kick),0,7
1,1.0,Packers,Jim Taylor 84 yard rush (Paul Hornung kick),0,14
2,2.0,Packers,Paul Hornung 40 yard field goal,0,17
3,2.0,Packers,Paul Hornung 19 yard field goal,0,20
4,3.0,Packers,Max McGee 27 yard offensive fumble return (Paul Hornung kick),0,27
5,4.0,Packers,Paul Hornung 34 yard field goal,0,30
6,4.0,Lions,Gail Cogdill 23 yard pass from Milt Plum (Wayne Walker kick),7,30
