,Quarter,Tm,Detail,WAS,PHI
0,1.0,Eagles,Augie Lio 19 yard field goal,0,3
1,1.0,Redskins,Jim Youel 36 yard rush (Dick Poillon kick),7,3
2,2.0,Redskins,Eddie Saenz 21 yard pass from Jim Youel (Dick Poillon kick),14,3
3,4.0,Redskins,Ki Aldrich 31 yard interception return,20,3
4,4.0,Eagles,Bosh Pritchard 17 yard rush (Augie Lio kick),20,10
5,4.0,Redskins,Dick Poillon 1 yard rush (Dick Poillon kick),27,10
