,Quarter,Tm,Detail,GNB,CHI
0,1.0,Packers,Tony Canadeo 20 yard rush (Don Hutson kick),7,0
1,1.0,Bears,Ray McLean 66 yard pass from Sid Luckman (Bob Snyder kick),7,7
2,3.0,Bears,Harry Clarke 38 yard pass from Sid Luckman (Bob Snyder kick),7,14
3,4.0,Bears,Sid Luckman 1 yard rush (Bob Snyder kick),7,21
