,Quarter,Tm,Detail,NYG,WAS
0,1.0,Redskins,Brian Mitchell 84 yard punt return (Chip Lohmiller kick),0,7
1,1.0,Giants,Jarrod Bunch 8 yard rush (Matt Bahr kick),7,7
2,2.0,Giants,Ed McCaffrey 17 yard pass from Jeff Hostetler (Matt Bahr kick),14,7
3,2.0,Giants,Dave Meggett 4 yard pass from Jeff Hostetler (Matt Bahr kick),21,7
4,4.0,Giants,Matt Bahr 19 yard field goal,24,7
