,Quarter,Tm,Detail,RAM,CHI
0,1.0,Rams,Frank Corral 27 yard field goal,3,0
1,1.0,Rams,Jim Jodat 13 yard blocked punt return,9,0
2,2.0,Rams,Terry Nelson 18 yard pass from Jeff Rutledge (Frank Corral kick),16,0
3,2.0,Bears,Dave Williams 7 yard pass from Mike Phipps (Bob Thomas kick),16,7
4,3.0,Bears,Rickey Watts 68 yard pass from Mike Phipps (Bob Thomas kick),16,14
5,3.0,Rams,Wendell Tyler 63 yard rush (Frank Corral kick),23,14
6,4.0,Bears,Bob Thomas 38 yard field goal,23,17
7,4.0,Bears,Bob Thomas 35 yard field goal,23,20
8,4.0,Bears,Walter Payton 2 yard rush (Bob Thomas kick),23,27
