,Quarter,Time,Tm,Detail,NOR,CAR
0,2.0,9:19,Saints,Joe Horn 43 yard pass from Jeff Blake (Doug Brien kick),7,0
1,2.0,6:10,Panthers,Joe Nedney 38 yard field goal,7,3
2,3.0,3:33,Saints,Keith Mitchell 90 yard defensive fumble return (Doug Brien kick),14,3
3,4.0,14:22,Saints,Doug Brien 40 yard field goal,17,3
4,4.0,8:44,Panthers,Muhsin Muhammad 13 yard pass from Steve Beuerlein (Joe Nedney kick),17,10
5,4.0,3:23,Saints,Doug Brien 42 yard field goal,20,10
