,Quarter,Tm,Detail,PHI,STL
0,1.0,Cardinals,Donny Anderson 1 yard rush (Jim Bakken kick),0,7
1,1.0,Cardinals,Ahmad Rashad 41 yard pass from Jim Hart (Jim Bakken kick),0,14
2,2.0,Eagles,Tom Dempsey 33 yard field goal,3,14
3,2.0,Eagles,Tom Dempsey 41 yard field goal,6,14
4,3.0,Eagles,Tom Dempsey 38 yard field goal,9,14
5,3.0,Cardinals,Walker Gillette 65 yard pass from Jim Hart (Jim Bakken kick),9,21
6,4.0,Eagles,Harold Carmichael 5 yard pass from John Reaves (Tom Dempsey kick),16,21
7,4.0,Cardinals,Jim Bakken 20 yard field goal,16,24
8,4.0,Eagles,Billy Walik 15 yard pass from John Reaves (Tom Dempsey kick),23,24
