,Quarter,Tm,Detail,MIN,GNB
0,3.0,Packers,Tom Birney 36 yard field goal,0,3
1,3.0,Vikings,Rick Danmeier 47 yard field goal,3,3
2,4.0,Packers,Bill Larson 4 yard pass from Lynn Dickey (Tom Birney kick),3,10
3,4.0,Packers,Paul Coffman 12 yard pass from Lynn Dickey,3,16
