,Quarter,Tm,Detail,DET,SFO
0,1.0,49ers,Joe Perry 2 yard rush (Gordie Soltau kick),0,7
1,1.0,49ers,Alyn Beals 9 yard pass from Frankie Albert (Gordie Soltau kick),0,14
2,2.0,49ers,Gordie Soltau 4 yard pass from Frankie Albert (Gordie Soltau kick),0,21
3,2.0,Lions,Cloyce Box 58 yard pass from Bobby Layne (Doak Walker kick),7,21
4,3.0,49ers,Jim Cason 9 yard pass from Frankie Albert (Gordie Soltau kick),7,28
5,3.0,Lions,Doak Walker 30 yard pass from Bobby Layne (Doak Walker kick),14,28
6,3.0,Lions,Jim Cain 2 yard fumble return (Bobby Layne kick),21,28
7,4.0,Lions,Dick Rifenburg 19 yard pass from Bob Hoernschemeyer,27,28
