,Quarter,Time,Tm,Detail,TEN,HOU
0,2.0,12:47,Texans,Joel Dreessen 1 yard pass from Matt Schaub (Neil Rackers kick),0,7
1,2.0,4:42,Texans,Andre Johnson 2 yard pass from Matt Schaub (Neil Rackers kick),0,14
2,3.0,8:05,Texans,Neil Rackers 35 yard field goal,0,17
3,4.0,3:00,Texans,Neil Rackers 33 yard field goal,0,20
