,Quarter,Time,Tm,Detail,NYG,PHI
0,1.0,10:23,Giants,Odell Beckham Jr. 13 yard pass from Eli Manning (Josh Brown kick),7,0
1,1.0,3:33,Eagles,Riley Cooper 32 yard pass from Sam Bradford (Caleb Sturgis kick),7,7
2,2.0,12:26,Eagles,Nolan Carroll 17 yard interception return (Caleb Sturgis kick),7,14
3,2.0,0:03,Eagles,Caleb Sturgis 37 yard field goal,7,17
4,3.0,6:13,Eagles,DeMarco Murray 12 yard rush (Caleb Sturgis kick),7,24
5,4.0,8:19,Eagles,Caleb Sturgis 39 yard field goal,7,27
