,Quarter,Tm,Detail,MIN,CHI
0,2.0,Bears,Walter Payton 2 yard rush (Kevin Butler kick),0,7
1,2.0,Bears,Kevin Butler 24 yard field goal,0,10
2,3.0,Bears,Kevin Butler 42 yard field goal,0,13
3,4.0,Bears,Keith Ortego 58 yard pass from Jim McMahon (Kevin Butler kick),0,20
4,4.0,Bears,Kevin Butler 32 yard field goal,0,23
