,Quarter,Time,Tm,Detail,BAL,CIN
0,1.0,2:28,Ravens,Matt Stover 38 yard field goal,3,0
1,2.0,14:07,Ravens,Brandon Stokley 14 yard pass from Trent Dilfer (Matt Stover kick),10,0
2,2.0,6:25,Ravens,Shannon Sharpe 18 yard pass from Trent Dilfer (Matt Stover kick),17,0
3,2.0,2:04,Ravens,Shannon Sharpe 19 yard pass from Trent Dilfer (Matt Stover kick),24,0
4,3.0,6:13,Bengals,Peter Warrick 4 yard rush (Neil Rackers kick),24,7
5,4.0,8:58,Ravens,Matt Stover 32 yard field goal,27,7
