,Quarter,Time,Tm,Detail,DEN,SDG
0,1.0,12:01,Chargers,LaDainian Tomlinson 5 yard rush (Nate Kaeding kick),0,7
1,2.0,13:27,Broncos,Tatum Bell 16 yard rush (Jason Elam kick),7,7
2,2.0,7:05,Chargers,LaDainian Tomlinson 1 yard rush (Nate Kaeding kick),7,14
3,2.0,0:00,Chargers,Nate Kaeding 23 yard field goal,7,17
4,3.0,5:12,Chargers,Nate Kaeding 23 yard field goal,7,20
5,4.0,14:18,Broncos,Reuben Droughns 4 yard rush (Jason Elam kick),14,20
6,4.0,9:26,Broncos,Jason Elam 31 yard field goal,17,20
