,Quarter,Tm,Detail,PHI,WAS
0,1.0,Eagles,Pete Pihos 19 yard pass from Tommy Thompson (Cliff Patton kick),7,0
1,1.0,Eagles,Steve Van Buren 1 yard rush (Cliff Patton kick),14,0
2,2.0,Eagles,Cliff Patton 23 yard field goal,17,0
3,2.0,Eagles,Steve Van Buren 3 yard rush (Cliff Patton kick),24,0
4,3.0,Eagles,Bosh Pritchard 32 yard rush (Cliff Patton kick),31,0
5,3.0,Eagles,Steve Van Buren 7 yard rush (Cliff Patton kick),38,0
6,4.0,Eagles,Ernie Steele 4 yard rush (Cliff Patton kick),45,0
