,Quarter,Tm,Detail,PHI,WAS
0,1.0,Redskins,Timmy Smith 19 yard rush (Chip Lohmiller kick),0,7
1,1.0,Redskins,Jamie Morris 27 yard rush (Chip Lohmiller kick),0,14
2,2.0,Eagles,Dean Dorsey 23 yard field goal,3,14
3,3.0,Redskins,Chip Lohmiller 34 yard field goal,3,17
4,4.0,Eagles,Mike Quick 55 yard pass from Randall Cunningham (Dean Dorsey kick),10,17
