,Quarter,Tm,Detail,WAS,PHI
0,1.0,Redskins,Mark Moseley 45 yard field goal,3,0
1,1.0,Eagles,Harold Carmichael 62 yard pass from Roman Gabriel,3,6
2,2.0,Eagles,Horst Muhlmann 20 yard field goal,3,9
3,2.0,Redskins,Alvin Reed 1 yard pass from Billy Kilmer (Mark Moseley kick),10,9
4,3.0,Eagles,Charlie Smith 27 yard pass from Roman Gabriel (Horst Muhlmann kick),10,16
5,4.0,Eagles,Horst Muhlmann 45 yard field goal,10,19
6,4.0,Eagles,Roman Gabriel 1 yard rush (Horst Muhlmann kick),10,26
