,Quarter,Tm,Detail,CHI,RAM
0,1.0,Rams,Lawrence McCutcheon 43 yard rush (Tom Dempsey kick),0,7
1,1.0,Rams,Jim Bertelsen 4 yard rush (Tom Dempsey kick),0,14
2,1.0,Bears,Bob Thomas 55 yard field goal,3,14
3,2.0,Rams,John Cappelletti 1 yard rush (Tom Dempsey kick),3,21
4,3.0,Rams,Harold Jackson 13 yard pass from James Harris (Tom Dempsey kick),3,28
5,3.0,Rams,Tom Dempsey 27 yard field goal,3,31
6,4.0,Rams,John Cappelletti 30 yard rush (Tom Dempsey kick),3,38
7,4.0,Bears,Bo Rather 32 yard pass from Bob Avellini (Bob Thomas kick),10,38
