,Quarter,Tm,Detail,GNB,RAM
0,1.0,Packers,Jim Taylor 13 yard pass from Bart Starr (Paul Hornung kick),7,0
1,1.0,Rams,Billy Wade 8 yard rush (Lou Michaels kick),7,7
2,1.0,Packers,Boyd Dowler 26 yard pass from Paul Hornung (Paul Hornung kick),14,7
3,2.0,Packers,Jim Taylor 6 yard rush (Paul Hornung kick),21,7
4,2.0,Packers,Boyd Dowler 30 yard pass from Paul Hornung (Paul Hornung kick),28,7
5,3.0,Rams,Joe Marconi 5 yard rush (Lou Michaels kick),28,14
6,3.0,Rams,Jon Arnett 71 yard punt return,28,20
7,4.0,Packers,Don McIlhenny 7 yard rush (Paul Hornung kick),35,20
8,4.0,Packers,Paul Hornung 23 yard field goal,38,20
