,Quarter,Tm,Detail,DET,MIN
0,2.0,Vikings,Fred Cox 23 yard field goal,0,3
1,2.0,Lions,Errol Mann 36 yard field goal,3,3
2,2.0,Lions,Errol Mann 27 yard field goal,6,3
3,3.0,Vikings,Chuck Foreman 1 yard rush (Fred Cox kick),6,10
4,3.0,Lions,Altie Taylor 1 yard rush (Errol Mann kick),13,10
5,3.0,Vikings,Chuck Foreman 9 yard pass from Fran Tarkenton,13,16
6,4.0,Lions,Altie Taylor 8 yard rush (Errol Mann kick),20,16
