,Quarter,Tm,Detail,RAM,SFO
0,1.0,49ers,J.D. Smith 4 yard rush (Tommy Davis kick),0,7
1,1.0,49ers,R.C. Owens 26 yard pass from Bob Waters (Tommy Davis kick),0,14
2,2.0,49ers,Billy Kilmer 1 yard rush (Tommy Davis kick),0,21
3,3.0,49ers,Billy Kilmer 9 yard rush (Tommy Davis kick),0,28
4,4.0,49ers,Bob Waters 4 yard rush (Tommy Davis kick),0,35
