,Quarter,Tm,Detail,GNB,DET
0,1.0,Lions,Wayne Walker 38 yard field goal,0,3
1,2.0,Lions,Larry Hand 4 yard interception return (Wayne Walker kick),0,10
2,2.0,Packers,Donny Anderson 19 yard pass from Zeke Bratkowski (Don Chandler kick),7,10
3,3.0,Packers,Don Chandler 32 yard field goal,10,10
4,4.0,Packers,Don Chandler 16 yard field goal,13,10
5,4.0,Packers,Ray Nitschke 20 yard interception return (Don Chandler kick),20,10
6,4.0,Packers,Boyd Dowler 13 yard pass from Zeke Bratkowski (Don Chandler kick),27,10
7,4.0,Lions,Bill Malinchak 34 yard pass from Karl Sweetan (Wayne Walker kick),27,17
