,Quarter,Tm,Detail,GNB,CHI
0,1.0,Bears,James Scott 11 yard pass from Bob Avellini (Bob Thomas kick),0,7
1,2.0,Packers,Chester Marcol 19 yard field goal,3,7
2,2.0,Bears,Walter Payton 1 yard rush (Bob Thomas kick),3,14
3,2.0,Packers,Barty Smith 1 yard rush (Chester Marcol kick),10,14
4,4.0,Bears,Walter Payton 7 yard rush (Bob Thomas kick),10,21
