,Quarter,Tm,Detail,PHI,WAS
0,2.0,Redskins,Benny Malone 6 yard rush (Mark Moseley kick),0,7
1,3.0,Redskins,Joe Theismann 1 yard rush (Mark Moseley kick),0,14
2,4.0,Redskins,Mark Moseley 46 yard field goal,0,17
3,4.0,Eagles,Keith Krepfle 40 yard pass from Ron Jaworski (Tony Franklin kick),7,17
