,Quarter,Tm,Detail,CHI,GNB
0,1.0,Packers,Bobby Dillon 37 yard interception return (Paul Hornung kick),0,7
1,1.0,Bears,Willie Galimore 1 yard rush (George Blanda kick),7,7
2,1.0,Packers,Paul Hornung 23 yard field goal,7,10
3,2.0,Bears,Willie Galimore 8 yard rush (George Blanda kick),14,10
4,2.0,Bears,Ed Brown 2 yard rush (George Blanda kick),21,10
5,2.0,Packers,Paul Hornung 30 yard field goal,21,13
6,3.0,Bears,Willie Galimore 79 yard pass from Ed Brown (George Blanda kick),28,13
7,4.0,Bears,Harlon Hill 13 yard pass from Ed Brown,34,13
8,4.0,Packers,Paul Hornung 2 yard rush (Paul Hornung kick),34,20
