,Quarter,Tm,Detail,GNB,CHI
0,2.0,Packers,Paul Hornung 5 yard rush (Paul Hornung kick),7,0
1,2.0,Bears,Roger LeClerc 31 yard field goal,7,3
2,3.0,Packers,Jim Taylor 13 yard rush (Paul Hornung kick),14,3
3,4.0,Packers,Paul Hornung 9 yard field goal,17,3
