,Quarter,Time,Tm,Detail,ATL,NOR
0,1.0,13:09,Falcons,Alge Crumpler 57 yard pass from Chris Chandler (Jay Feely kick),7,0
1,1.0,4:51,Falcons,Jay Feely 31 yard field goal,10,0
2,2.0,13:15,Saints,John Carney 23 yard field goal,10,3
3,2.0,4:56,Saints,Cam Cleeland 19 yard pass from Aaron Brooks (John Carney kick),10,10
4,4.0,12:53,Falcons,Shawn Jefferson 39 yard pass from Chris Chandler (Jay Feely kick),17,10
5,4.0,2:34,Falcons,Jay Feely 38 yard field goal,20,10
6,4.0,0:26,Saints,John Carney 31 yard field goal,20,13
