,Quarter,Time,Tm,Detail,STL,SFO
0,1.0,,Rams,Todd Kinchen 2 yard pass from Chris Miller (Dean Biasucci kick),7,0
1,1.0,,49ers,J.J. Stokes 16 yard pass from Steve Young (Jeff Wilkins kick),7,7
2,2.0,,49ers,J.J. Stokes 18 yard pass from Steve Young (Jeff Wilkins kick),7,14
3,2.0,,49ers,Derek Loville 2 yard rush (Jeff Wilkins kick),7,21
4,2.0,,49ers,Eric Davis 86 yard interception return (Jeff Wilkins kick),7,28
5,3.0,,49ers,Jerry Rice 2 yard pass from Steve Young (Jeff Wilkins kick),7,35
6,3.0,,Rams,Isaac Bruce 21 yard pass from Mark Rypien,13,35
7,4.0,,49ers,Jeff Wilkins 35 yard field goal,13,38
8,4.0,,49ers,Jeff Wilkins 19 yard field goal,13,41
