,Quarter,Tm,Detail,NYG,WAS
0,2.0,Giants,Joe Morrison 11 yard rush (Pete Gogolak kick),7,0
1,3.0,Giants,Randy Minniear 2 yard rush (Pete Gogolak kick),14,0
2,3.0,Redskins,Charlie Harraway 1 yard rush (Curt Knight kick),14,7
3,4.0,Redskins,Charlie Harraway 15 yard rush (Curt Knight kick),14,14
4,4.0,Redskins,Rickie Harris 86 yard punt return,14,20
