,Quarter,Tm,Detail,RAM,SFO
0,1.0,Rams,Vitamin Smith 15 yard pass from Norm Van Brocklin (Bob Waterfield kick),7,0
1,2.0,49ers,Gordie Soltau 5 yard pass from Y.A. Tittle (Gordie Soltau kick),7,7
2,2.0,Rams,Bob Waterfield 27 yard field goal,10,7
3,3.0,Rams,Bob Waterfield 32 yard field goal,13,7
4,3.0,Rams,Dan Towler 29 yard rush (Bob Waterfield kick),20,7
5,3.0,Rams,Vitamin Smith 1 yard rush (Bob Waterfield kick),27,7
6,4.0,49ers,Bill Jessup 10 yard pass from Y.A. Tittle (Gordie Soltau kick),27,14
7,4.0,49ers,Hugh McElhenny 23 yard pass from Y.A. Tittle (Gordie Soltau kick),27,21
8,4.0,Rams,Dan Towler 1 yard rush (Bob Waterfield kick),34,21
