,Quarter,Tm,Detail,WAS,DAL
0,1.0,Cowboys,Bob Hayes 45 yard pass from Don Meredith (Danny Villanueva kick),0,7
1,2.0,Cowboys,Bob Hayes 11 yard rush (Danny Villanueva kick),0,14
2,2.0,Cowboys,Danny Villanueva 27 yard field goal,0,17
3,2.0,Cowboys,Danny Villanueva 7 yard field goal,0,20
4,4.0,Cowboys,J.D. Smith 7 yard rush (Danny Villanueva kick),0,27
5,4.0,Redskins,Bobby Mitchell 22 yard pass from Sonny Jurgensen (Bob Jencks kick),7,27
