,Quarter,Tm,Detail,GNB,RAM
0,1.0,Packers,Tobin Rote 16 yard rush (Fred Cone kick),7,0
1,1.0,Rams,Dan Towler 1 yard rush (Les Richter kick),7,7
2,1.0,Rams,Dan Towler 1 yard rush (Les Richter kick),7,14
3,2.0,Packers,Max McGee 22 yard pass from Tobin Rote (Fred Cone kick),14,14
4,2.0,Packers,Joe Johnson 8 yard pass from Tobin Rote,20,14
5,2.0,Rams,Dan Towler 1 yard rush (Les Richter kick),20,21
6,3.0,Rams,Andy Robustelli 49 yard pass from Norm Van Brocklin (Les Richter kick),20,28
7,4.0,Rams,Tom Fears 12 yard pass from Billy Wade (Les Richter kick),20,35
8,4.0,Packers,Veryl Switzer fumble recovery in end zone (Fred Cone kick),27,35
