,Quarter,Time,Tm,Detail,MIN,CHI
0,2.0,6:55,Vikings,Paul Edinger 23 yard field goal,3,0
1,2.0,0:37,Bears,Desmond Clark 3 yard pass from Kyle Orton (Robbie Gould kick),3,7
2,3.0,7:28,Bears,Desmond Clark 2 yard pass from Kyle Orton (Robbie Gould kick),3,14
3,4.0,13:03,Bears,Thomas Jones 24 yard rush (Robbie Gould kick),3,21
4,4.0,4:11,Bears,Thomas Jones 1 yard rush (Robbie Gould kick),3,28
