,Quarter,Tm,Detail,DET,RAM
0,1.0,Lions,Chuck Hanneman 13 yard field goal,3,0
1,2.0,Rams,Johnny Wilson 8 yard pass from Parker Hall (Vic Spadaccini kick),3,7
2,2.0,Rams,Jim Benton 35 yard pass from Parker Hall (Vic Spadaccini kick),3,14
