,Quarter,Tm,Detail,DAY,GNB
0,1.0,Packers,Curly Lambeau 1 yard rush (Red Dunn kick),0,7
1,1.0,Packers,Curly Lambeau 7 yard rush (Red Dunn kick),0,14
