,Quarter,Tm,Detail,DET,RAM
0,1.0,Lions,Joe Don Looney 16 yard rush (Wayne Walker kick),7,0
1,1.0,Lions,Terry Barr 61 yard pass from George Izo (Wayne Walker kick),14,0
2,3.0,Lions,Joe Don Looney 9 yard rush (Wayne Walker kick),21,0
3,3.0,Rams,Marlin McKeever 47 yard pass from Bill Munson (Bruce Gossett kick),21,7
4,4.0,Lions,Milt Plum 1 yard rush (Wayne Walker kick),28,7
5,4.0,Lions,Wayne Walker 34 yard field goal,31,7
