,Quarter,Tm,Detail,GNB,CHI
0,2.0,Packers,Walt Schlinkman 15 yard rush (Ward Cuff kick),7,0
1,2.0,Packers,Ted Fritsch 50 yard field goal,10,0
2,2.0,Bears,Ken Kavanaugh 81 yard pass from Sid Luckman (Ray McLean kick),10,7
3,2.0,Bears,Hugh Gallarneau 8 yard rush (Ray McLean kick),10,14
4,3.0,Bears,Joe Osmanski 24 yard rush,10,20
5,4.0,Packers,Bob Forte 8 yard pass from Jack Jacobs (Ward Cuff kick),17,20
