,Quarter,Tm,Detail,RAM,DET
0,1.0,Lions,Gene Gedman 1 yard rush (Bobby Layne kick),0,7
1,1.0,Lions,Jim Martin 33 yard field goal,0,10
2,2.0,Lions,Don McIlhenny 2 yard pass from Bobby Layne (Bobby Layne kick),0,17
3,3.0,Rams,Leon Clarke 60 yard pass from Billy Wade (Les Richter kick),7,17
4,4.0,Lions,Don McIlhenny 3 yard rush (Bobby Layne kick),7,24
5,4.0,Rams,Elroy Hirsch 29 yard pass from Billy Wade (Les Richter kick),14,24
6,4.0,Rams,Elroy Hirsch 76 yard pass from Billy Wade (Les Richter kick),21,24
