,Quarter,Tm,Detail,NYG,PHI
0,2.0,Giants,Joe Walton 43 yard pass from Y.A. Tittle (Don Chandler kick),7,0
1,2.0,Giants,Del Shofner 10 yard pass from Y.A. Tittle (Don Chandler kick),14,0
2,3.0,Giants,Joe Morrison 8 yard pass from Y.A. Tittle,20,0
3,3.0,Giants,Don Chandler 12 yard field goal,23,0
4,3.0,Giants,Joe Morrison 1 yard rush (Don Chandler kick),30,0
5,3.0,Eagles,Pete Retzlaff 11 yard pass from Timmy Brown (Mike Clark kick),30,7
6,4.0,Eagles,Tommy McDonald 18 yard pass from King Hill (Mike Clark kick),30,14
7,4.0,Giants,Joe Morrison 70 yard rush (Don Chandler kick),37,14
