,Quarter,Tm,Detail,STL,WAS
0,2.0,Cardinals,Bobby Joe Conrad 14 yard pass from Charley Johnson (Jim Bakken kick),7,0
1,3.0,Cardinals,Sonny Randle 28 yard pass from Charley Johnson (Jim Bakken kick),14,0
2,4.0,Cardinals,Sonny Randle 54 yard pass from Charley Johnson (Jim Bakken kick),21,0
3,4.0,Redskins,Pat Richter 28 yard pass from George Izo (Bob Khayat kick),21,7
